Yelp ID,Business name,Business address,Category,Average star rating,Review count,Price,review_text,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
RWu431JRkV57wcHhB8aDcg,Paté Paté,Slagterboderne 1 1716 Copenhagen Denmark,"Brasseries, Wine Bars",4.0,104,$$,"A dinner recommendation from the local but it just did not give us the wow factor from other meals we had in Copenhagen.

The portion for small dishes were...",0.0,0.843,0.157,0.7351,positive
RWu431JRkV57wcHhB8aDcg,Paté Paté,Slagterboderne 1 1716 Copenhagen Denmark,"Brasseries, Wine Bars",4.0,104,$$,"Unique location in the meat packing district, lovely cocktail, very friendly and helpful service, and good food. Price was as expected. We were originally...",0.0,0.601,0.399,0.9225,positive
RWu431JRkV57wcHhB8aDcg,Paté Paté,Slagterboderne 1 1716 Copenhagen Denmark,"Brasseries, Wine Bars",4.0,104,$$,"Unfortunately, I am writing to express my disappointment with the service my colleagues and I received at your restaurant during our recent lunch visit. We...",0.199,0.801,0.0,-0.6908,negative
RWu431JRkV57wcHhB8aDcg,Paté Paté,Slagterboderne 1 1716 Copenhagen Denmark,"Brasseries, Wine Bars",4.0,104,$$,"My favorite restaurant in Copenhagen. First of all, it is my favorite style of eating: small plates. You get to try so much delicious food without...",0.0,0.697,0.303,0.8744,positive
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,"Went out to eat here with 7 or 8 of my mother's coworkers. Suffice it to say I was impressed.

As soon as you walk in, you feel as if you're going to have a...",0.0,0.916,0.084,0.4767,positive
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,It's a nice restaurant but on the pricier side for... decent food. The place was absolutely packed and I was so glad that we had reservations too. The staff...,0.0,0.789,0.211,0.802,positive
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,"Very delicious Scandinavian restaurant, a bit trendy/popular but not to the point of annoyance. Three different dining rooms plus a a small bar, so it's...",0.104,0.809,0.088,-0.1163,negative
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,This was classic modernist restaurant. Even the chairs where classic. I enjoyed the prefix meal. The salmon was delicious and it came with a wasabi sauce...,0.0,0.774,0.226,0.7906,positive
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,"Decent food. The duck seemed flavorless and burnt, but other than that everything was delicious and the atmosphere was cozy.
A bit over 1000kr for 2 people...",0.0,0.837,0.163,0.7227,positive
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,It's our first time in Copenhagen and read so many good reviews about Madklubben. We decided to have our Christmas Dinner here. We definitely made a right...,0.0,0.81,0.19,0.7076,positive
F3CDtajZHnDNTPFVxeB8hg,Madklubben Vesterbro,Vesterbrogade 62 1620 Copenhagen Denmark,Scandinavian,4.0,115,$$,"Amazing place to try out new nordic cuisine at an affordable price. I had the most amazing steak tartare to start off with, tasted the chicken dish my mom...",0.0,0.774,0.226,0.8357,positive
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,"Wonderful service by the staff. Family style, tapas food and plenty of it. We had a large coupon. Everyone was left very impressed.",0.0,0.748,0.252,0.796,positive
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,This was my first time dining at Falernum and I loved it. Great atmosphere and friendly staff. And the food... my dish of chicken with North Sea cheese...,0.0,0.691,0.309,0.9042,positive
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,"Went here for cava, dark'n'stormy and a glass of red wine. It was Friday evening and the place was jam-packed with a blend of locals and connoisseurs. Very...",0.0,1.0,0.0,0.0,neutral
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,"There really isn't much to say about Falernum.  It's the best winebar in Copenhagen by a landslide.  The food is excellent, the wine selection is fantastic,...",0.0,0.667,0.333,0.91,positive
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,I would consider taking a 9 hour flight just to recreate this meal! After spending 4 days in Copenhagen and 14 venturing my way through restaurants in...,0.0,1.0,0.0,0.0,neutral
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,"People who know me would agree that I'm into gourmet living, and this little amazing gem of a wine bar on Vaernedamsvej fulfills all my secret - and not so...",0.0,0.771,0.229,0.791,positive
9X8evo7osTgJrSbWcUj4Iw,Falernum,Værnedamsvej 16 1619 Copenhagen Denmark,"Tapas/Small Plates, Wine Bars",4.3,40,$$,"A hip wine joint, that wishes to have a good all-around vibe, needs to invest more in its culinary experience.  

Let's first talk about ambience. This...",0.0,0.842,0.158,0.5423,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,"It was soooo delicious! :D We has a cosy evening there with 2 friends, we had the 5 course menu (325 DKK pp) + snacks selection (75 DKK pp), and every dish...",0.0,0.723,0.277,0.9027,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,"Great innovative food that just taste really well. A tad expensive, but hey, welcome to Denmark. :-) great service too.",0.0,0.427,0.573,0.9571,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,"We had an amazing experience here and would say this hidden gem is well worth the trip.
The food was outstanding. It was creative, modern and delicious but...",0.0,0.643,0.357,0.8481,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,"Excellent food, experience and presentation.  This is a pre-fix 5 course meal extremely reasonably priced. You'd think you're paying a lot of $$$, but...",0.0,0.907,0.093,0.3291,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,"Lovely space. Cozy, quiet, clean and wonderful staff. The food and flavors were clean and bright and soooo yummy! We spent our last evening here and loved...",0.0,0.461,0.539,0.9732,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,"We had dinner here our first night in Copenhagen, and we should have gone back multiple times. It's fantastic. We ate at many of the other top restaurants...",0.0,0.828,0.172,0.6597,positive
qG3nbT9OsbHfbIAxmyxgkg,Bodil et Spisested,Sønder Boulevard 105 1720 Copenhagen Denmark,Scandinavian,4.6,22,$,OKAY - Where do I start this? It has been a little over a week now since the fabulous dinner at Bodil. Five people and a puppy on a reserved table outside....,0.0,0.833,0.167,0.7213,positive
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,We had our first meal here in Copenhagen. My husband learned about this place from a blog. We came here on a Thursday evening for dinner and the place was...,0.0,1.0,0.0,0.0,neutral
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,"Love, love, love, Chicky Grill! We loved it so much so that we ate here two nights in a row.

How about a local, traditional, Danish restaurant, still being...",0.0,0.598,0.402,0.9571,positive
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,"If you're ever in Copenhagen, visit Chicky Grill for some wonderful and traditional Danish cuisine. It's quite inexpensive. Copenhagen can be pricey, so...",0.0,0.856,0.144,0.5719,positive
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,Very friendly and efficient service staff good food with nice presentation and selection,0.0,0.423,0.577,0.9053,positive
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,"The food was delicious, the service outstanding and the ambiance very local. The owner was very accommodating and we had a lovely conversation with her.",0.0,0.657,0.343,0.91,positive
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,"Highly recommend and will be back again.

Wait staff were very attentive, friendly and very helpful in going through the menu and daily specials.  

The...",0.0,0.701,0.299,0.8543,positive
AVyQoQZPJvHcEmm1jpT2Yw,Chicky Grill,Halmtorvet 21 1700 Copenhagen Denmark,Danish,4.7,39,$,"Was looking for an authentic danish meal and found it. Great service, super nice people and fabulous food!!",0.0,0.486,0.514,0.9411,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,"The service was great. They didn't have much vegetarian stuff but what they did have was excellent, so I think it's a good place to go with a mixed group of...",0.0,0.71,0.29,0.9091,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,"So so good!!! This is the reason I went to Copenhagen, it was for food like this. 

The servers were amazing and gave great recommendations. They even...",0.0,0.609,0.391,0.9408,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,"Five stars! That's how excited I am about this place

Location: It's within walking distance from Copenhagen central station and the place is bright, airy...",0.0,0.804,0.196,0.68,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,"Was there for the second time last night, and just like the first time around, the service was excellent, the food was tasty and cooked well, and the wine...",0.0,0.758,0.242,0.8074,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,"Great food and excellent service like at steakhouses back in USA. 

As Eva K. mentions, it was the free bottle of bubbly thanks to a Yelp check-in offer...",0.0,0.582,0.418,0.9477,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,"I love this place ! 
They have amazing meat, sides and just a really chill atmosphere. Copenhagen has lots of different steak houses, but you know going to...",0.0,0.831,0.169,0.6476,positive
P6pt-cDH5gnNaKGaA4mm3g,KöD Vesterbro,Vesterbrogade 33 1620 Copenhagen Denmark,Steakhouses,4.4,34,$$$,My fiancee and I were visiting Copenhagen for the New Year and found a superb set menu option with KoD. Everything was amazing and the service was top notch!,0.0,0.722,0.278,0.8748,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,The shawarma is good we went twice in our days in CPH. The staff is really nice and let us try a bit of shawarma before ordering. We don't love lamb (too...,0.088,0.756,0.156,0.3869,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,"this place is great. love the mixed shawarma durum or on the turkish bread. the bread is very very good, but its a lot of bread. medium spicy is just spicy...",0.0,0.791,0.209,0.7496,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,"Good shawarma pitas here, great price and they're a decent size. Fries are also good. Place was busy around midnight and they're open late",0.0,0.68,0.32,0.872,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,"Kebabistan does its job very well; it provides a quick, large, tasty serving of food to hungry pedestrians.  The owners were very friendly and they kept the...",0.0,0.809,0.191,0.7083,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,"There was a line going out the door at 2pm, so I knew it would be good. The workers didn't speak English very well, but nonetheless took my order correctly...",0.0,0.885,0.115,0.3912,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,"Eat here. Order Tyrkisk Brode (Turkish bread)Shawarma, spicy with everything and garlic. You will be glad, trust me. 

And the fellow patrons will help you...",0.0,0.71,0.29,0.8402,positive
2nljRohmwgMSAK3DZJgbDQ,Kebabistan,Istedgade 105 1650 Copenhagen Denmark,Kebab,4.4,48,$,Where to begin. I have eaten a lot of kebabs in most major cities in Denmark. And to be honest this one may be the best there is. The shwarma mix is next...,0.0,0.805,0.195,0.8176,positive
OqCKxabox2V4QOnsDz96tQ,Restaurant Beyzade,Gammel Kongevej 9 1610 Copenhagen Denmark,"Halal, Turkish",4.7,6,$,"Nice to see Turkish people eating at this restaurant-implies food must be good. Ordered lentil soup and hummus for starters, both were excellent. Hummus had...",0.0,0.701,0.299,0.8555,positive
OqCKxabox2V4QOnsDz96tQ,Restaurant Beyzade,Gammel Kongevej 9 1610 Copenhagen Denmark,"Halal, Turkish",4.7,6,$,Super great place to eat. I travel a lot and this is is going in my records of favorite places to eat. It was so good we are going tomorrow night for...,0.0,0.655,0.345,0.9407,positive
OqCKxabox2V4QOnsDz96tQ,Restaurant Beyzade,Gammel Kongevej 9 1610 Copenhagen Denmark,"Halal, Turkish",4.7,6,$,"Amazing food, get the saksuka.  Charged 30 kroner for water and ice.  I had asked for tap water but was given a pitcher of ice water.  Enjoyable experience...",0.043,0.766,0.191,0.705,positive
OqCKxabox2V4QOnsDz96tQ,Restaurant Beyzade,Gammel Kongevej 9 1610 Copenhagen Denmark,"Halal, Turkish",4.7,6,$,Excellent Turkish food. Great service. We are Israeli's who live in the U.S. and we miss good Mediterranean food. We stumbled on this place by accident...,0.129,0.577,0.294,0.7906,positive
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"I have eaten here twice and first time it was 4 or 5 stars - so we came back.
second time around not so good, actually pretty bad.
The menu is fixed so you...",0.159,0.756,0.084,-0.4705,negative
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"Diamond in the rough. This restaurant captures the true meaning of this idea, with it extremely unpretentious yet high quality dishes.

The place is hard to...",0.047,0.777,0.176,0.5859,positive
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"A hidden gem with great Italian antipasti and a solid wine selection. The vegetarian version of the menu is great - just let them know in advance.
The focus...",0.0,0.726,0.274,0.8689,positive
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"Say hallo to my new favorite restaurant in Copenhagen. This is SO good.

I went here last week. We had reserved a table in advance, and got a small table in...",0.0,0.791,0.209,0.8252,positive
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"Ok, I am Italian and I am judging an Italian restaurant abroad. That is not fair, but to be honest I was not enjoying this place for several reason. I went...",0.137,0.745,0.118,0.0785,positive
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"This is just down my alley when it comes to what I expect from a Restaurant! Yes, you sit tight, but the ""hygge"" (a danish discourse for coziness) and the...",0.0,0.839,0.161,0.6588,positive
ScHATAnPeqztKx_SgRzEuQ,Osteria 16,Haderslevgade 16 1671 København V Denmark,Italian,4.0,21,$$,"I honestly felt this place had an authentic feel to it. You don't order anything specific. You just sit down and get fed. Not too much hazzle.
Each dish was...",0.0,0.906,0.094,0.4588,positive
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,"I made the mistake of mapping the restaurant via Yelp, Studio had just relocated.  So we got to their old location by foot and found nothing.  Dialed the...",0.082,0.918,0.0,-0.34,negative
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,"This was the most underwhelming meal in Copenhagen for me. This review is a few weeks late (i visited CPH last month). The location is awesome, the staff...",0.0,0.868,0.132,0.6249,positive
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,"Wow, wow, wow. 

With time for one Michelin-style experience in Copenhagen (but not enough time to snag a reservation at Noma), I did quite a bit of...",0.0,0.769,0.231,0.7351,positive
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,This AMAZING culinary experience is among the very best meals of my life.  Even three years later I often recall my lovely dinner at this extremely...,0.0,0.642,0.358,0.9303,positive
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,"Must eat here! We had a fabulous time all around--food, service, scene. We did the full tasting with wine and each dish was a real hit. A lot of...",0.0,0.884,0.116,0.5707,positive
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,An awesome night in Copenhagen that kept us on the edge of our seat all night. Any worries over Damien taking over as head chef were overblown has he had a...,0.078,0.808,0.114,0.3182,positive
LCqH2Bp8ztUab25PebIm3Q,STUDIO,Paulas Passage 5 1799 Copenhagen Denmark,"Scandinavian, Modern European, Japanese",4.8,44,$$$$,"One of three dining concepts at ""The Standard,"" an Art Deco building constructed in the 1930s that has since been re-positioned as a modern destination...",0.0,1.0,0.0,0.0,neutral
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,Had 2 perfectly adequate bowls of ramen here. I got the yuzu and my partner got the tonkotsu. I feel like they used decent ingredients but the preparation...,0.0,0.812,0.188,0.5859,positive
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,"Excellent ramen. The restaurant can get packed, it's pretty popular. They have Mikkeller beers on tap and in a vending machine. It's a different ordering...",0.0,0.694,0.306,0.8658,positive
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,"Another restaurant type I wasn't expecting to have rave reviews over.  Ramen doesn't come to mind when visiting Copenhagen, but Biiru was just excellent....",0.0,0.82,0.18,0.7227,positive
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,"Ramen average $18 usd

Perfect meal for a cold winter day in Copenhagen. Ordering from the ticket booth is awesome
But annoying because it's right at the...",0.109,0.74,0.151,0.09,positive
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,"We got the spicy miso and shoyu. the meat of the spicy miso was so much better than the meat in shoyu taste wise. noodles was good, broth was good. the egg...",0.0,0.699,0.301,0.9017,positive
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,"Really genuine and cozy ramen place. I can totally recommend the Shoyu, amazing! Also the interior is nice, the ticket machine for ordering is a real nice...",0.0,0.648,0.352,0.9097,positive
ZlC10jcPNTBd8V0hJp3WTA,Ramen to Bíiru,Enghavevej 58 1674 Copenhagen Denmark,Ramen,4.0,27,$,"I don't go to this place very often, as a matter of fact, it was my first time ever the other day, but I know the concept from Ramen to Biiru Nørrebro, so...",0.0,0.968,0.032,0.0129,neutral
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,"Food was good but it was very noisy with a big group sitting beside us.
I would enjoy more if it is not a fix course meal because we all (party of 3) got so...",0.058,0.716,0.226,0.808,positive
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,We tried visiting on a Monday evening with no reservation and the restaurant let us know they were fully booked (which I was a bit surprised about)....,0.076,0.859,0.065,-0.0772,negative
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,"The food and service were great.  The cost was a bit pricey.

What an interesting place to eat.  

We elected to eat outside.  The weather was nice outside...",0.0,0.723,0.277,0.8625,positive
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,"What a great ambiance, we tried to come on a weekend but they required reservations and were booked. So if you're being spontaneous, a rainy Monday night...",0.05,0.862,0.088,0.2732,positive
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,One of the best meals in my life. I had the five course pairing menu and juice pairing. Every course was better than the last. Very interesting ingredients....,0.0,0.712,0.288,0.8777,positive
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,"When you make a reservation for Cofoco, they require a credit card and remind you by email and text that you will be assessed a no show fee.  You are told...",0.065,0.858,0.077,0.1027,positive
k1RXZBCXjmC1NNmyrNPptg,Cofoco,Abel Cathrines Gade 7 1654 Copenhagen Denmark,Modern European,4.4,58,$$$,"Wow. This unique restaurant takes Danish food to a whole new level. I normally don't care for small plates restaurants, but the varied fixed price menu...",0.064,0.851,0.085,0.1496,positive
XDzWxMtk5ijLrM3WSlYsCA,Malbeck,"Istedgade 61, st. th. 1650 Copenhagen Denmark","Wine Bars, Argentine, Beer, Wine & Spirits",4.4,25,$$,"Great place for a glass of wine. The wine list is large and the girl working there knew a lot about wines, making it easy to choose. The interior is cosy...",0.0,0.806,0.194,0.7906,positive
XDzWxMtk5ijLrM3WSlYsCA,Malbeck,"Istedgade 61, st. th. 1650 Copenhagen Denmark","Wine Bars, Argentine, Beer, Wine & Spirits",4.4,25,$$,This was one of the best wine bars I have been to. They specialize in South American wines and boy oh boy they are tasty and very different. The staff is...,0.0,0.877,0.123,0.6369,positive
XDzWxMtk5ijLrM3WSlYsCA,Malbeck,"Istedgade 61, st. th. 1650 Copenhagen Denmark","Wine Bars, Argentine, Beer, Wine & Spirits",4.4,25,$$,"Very chill place, quality wine and amazind gin !! 
I recommend it for couple, not really GROUP of friends because you have just table of 2. Its quiet place...",0.0,0.807,0.193,0.7542,positive
XDzWxMtk5ijLrM3WSlYsCA,Malbeck,"Istedgade 61, st. th. 1650 Copenhagen Denmark","Wine Bars, Argentine, Beer, Wine & Spirits",4.4,25,$$,One of the coolest spots we visited in Copenhagen. The staff was incredible; I ordered a flight and asked her to serve me some of their most popular/best...,0.0,1.0,0.0,0.0,neutral
XDzWxMtk5ijLrM3WSlYsCA,Malbeck,"Istedgade 61, st. th. 1650 Copenhagen Denmark","Wine Bars, Argentine, Beer, Wine & Spirits",4.4,25,$$,"Seemingly a rarity in the beer-drinking culture of Copenhagen, Malbeck saves the day with various large glasses of delicious fermented grape juices of South...",0.0,0.861,0.139,0.5719,positive
